sno,Hotel_Name,wifi_box,Family_rooms,Non_Smoking_Rooms,Restaurant,bar,Heating,Lifts,Breakfast Cuisine1,Breakfast Cuisine2,Breakfast Cuisine3
4309,Exclusive 2B2B Swanston Central Apartment with NETFLIX WIFI,yes,no,no,no,no,yes,yes,no,no,no
4310,ibis Melbourne Central,yes,yes,yes,no,yes,yes,yes,Full English/Irish, Gluten-free,no
4311,Liberty One,no,yes,yes,no,no,no,yes,no,no,no
4312,Rendezvous Hotel Melbourne,yes,no,yes,no,yes,yes,yes,Continental, Vegetarian, Gluten-free
4313,Causeway 353 Hotel,yes,no,yes,no,no,yes,yes,no,no,no
4314,Crown Promenade Melbourne,yes,yes,yes,no,yes,yes,yes,Continental,no,no
4315,ibis Styles Kingsgate Hotel,yes,no,yes,no,no,yes,yes,Continental,no,no
4316,The Savoy Hotel on Little Collins Melbourne,yes,no,yes,yes,yes,yes,yes,Continental, Full English/Irish, Gluten-free
4317,Hotel Grand Chancellor Melbourne,yes,no,yes,no,yes,yes,yes,Continental, Full English/Irish, American
4318,Crown Metropol Melbourne,yes,yes,yes,no,yes,yes,yes,no,no,no
4319,Clarion Suites Gateway,yes,yes,yes,no,no,yes,yes,no,no,no
4320,Quincy Hotel Melbourne,yes,yes,yes,no,yes,yes,yes,Asian,no,no
4321,Best Western Melbourne City,yes,yes,yes,no,no,yes,yes,no,no,no
4322,Melbourne Central YHA,yes,no,yes,no,yes,yes,yes,no,no,no
4323,YTI Garden Hotel,yes,yes,yes,no,no,yes,yes,no,no,no
4324,Sheraton Melbourne Hotel,yes,yes,yes,no,yes,yes,yes,Full English/Irish, Vegetarian, Vegan
4325,Rydges Melbourne,yes,yes,yes,no,yes,yes,yes,Full English/Irish,no,no
4326,Novotel Melbourne South Wharf,yes,no,yes,no,yes,yes,yes,Continental, Full English/Irish, Vegetarian
4327,Toorak Manor Hotel,yes,yes,yes,no,no,yes,no,Continental,no,no
4328,CitiClub Hotel Melbourne,yes,yes,yes,no,no,yes,yes,no,no,no
4329,The Langham Melbourne,yes,no,yes,no,yes,yes,yes,Continental, Vegetarian, Asian
4330,Atlantis Hotel Melbourne,yes,yes,yes,no,no,yes,yes,Continental,no,no
4331,YTI Garden Hotel,yes,yes,yes,no,no,yes,yes,no,no,no
4332,ibis Melbourne Hotel and Apartments,yes,yes,yes,no,no,yes,yes,Full English/Irish, Vegetarian, Vegan
4333,YEHS Hotel Melbourne CBD,yes,yes,yes,no,no,yes,yes,no,no,no
4334,Novotel Melbourne On Collins,yes,yes,yes,no,yes,yes,yes,Continental, Full English/Irish, Vegetarian
4335,The Victoria Hotel,yes,yes,yes,yes,yes,yes,yes,Buffet,no,no
4336,Art Series - The Cullen,yes,yes,yes,no,yes,yes,yes,Continental, Full English/Irish, Vegetarian
4337,ibis Budget - Melbourne CBD,yes,yes,yes,no,no,yes,yes,Continental,no,no
4338,Pint On Punt Backpackers,yes,no,yes,no,yes,yes,no,Continental,no,no
4339,Nightcap at Skyways Hotel,yes,no,yes,no,yes,yes,no,no,no,no
4340,Royal Hotel by Nightcap Social,no,no,yes,no,yes,yes,no,no,no,no
4341,Mercure Welcome Melbourne,yes,yes,yes,no,yes,yes,yes,Full English/Irish, American, Breakfast to go
4342,Batman's Hill on Collins,yes,yes,yes,no,yes,yes,yes,Continental, Full English/Irish, Vegetarian
4343,WRAP on Southbank,yes,yes,yes,no,yes,yes,yes,Continental, Full English/Irish, Vegetarian
4344,Imagine Marco,yes,yes,yes,no,no,yes,yes,no,no,no
4345,Quest St Kilda Road,yes,yes,yes,no,no,yes,yes,no,no,no
4346,"Adina Apartment Hotel Melbourne, Pentridge",yes,yes,yes,no,yes,yes,no,no,no,no
4347,Mantra 100 Exhibition,yes,yes,yes,no,no,yes,yes,Continental, Breakfast to go,no
4348,Citadines on Bourke Melbourne,yes,yes,yes,no,no,yes,yes,no,no,no
4349,"Holiday Inn Express Melbourne Southbank, an IHG Hotel",yes,no,yes,no,yes,yes,yes,Continental,no,no
4350,Hotel Collins,yes,yes,yes,no,no,yes,yes,no,no,no
4351,Best Western Melbourne Airport,yes,yes,yes,no,yes,yes,no,Continental, Full English/Irish, Vegetarian
4352,Peppers Docklands,yes,yes,yes,no,yes,yes,yes,Full English/Irish,no,no
4353,Adara Richmond,yes,yes,yes,no,no,yes,yes,no,no,no
4354,"Holiday Inn Melbourne Airport, an IHG Hotel",yes,yes,yes,no,yes,yes,yes,Continental, Full English/Irish, Vegetarian
4355,The Canvas Apartment Hotel,yes,no,yes,no,no,yes,yes,no,no,no
4356,WRAP on Southbank,yes,yes,yes,no,yes,yes,yes,Continental, Full English/Irish, Vegetarian
4357,Oaks Melbourne on Market Hotel,yes,yes,yes,no,yes,yes,yes,Continental, Full English/Irish, Vegetarian
4358,Sixty Two On Grey Serviced Apartments,yes,no,yes,no,no,yes,no,no,no,no
4359,Grosvenor 3121 Richmond,yes,no,yes,no,yes,yes,no,no,no,no
4360,Quest Docklands,yes,yes,yes,no,no,yes,yes,no,no,no
4361,Mantra Melbourne Airport,yes,yes,yes,no,yes,yes,yes,Vegetarian, American,no
4362,Imagine Marco,yes,yes,yes,no,no,yes,yes,no,no,no
4363,Mercure Melbourne Southbank,yes,yes,yes,no,yes,yes,yes,Full English/Irish,no,no
4364,Hume Villa Motor Inn,yes,yes,yes,no,no,yes,no,no,no,no
4365,lyf Collingwood Melbourne,yes,yes,yes,no,no,yes,yes,no,no,no
4366,ibis Budget - Fawkner,yes,yes,yes,no,no,yes,no,Continental,no,no
4367,Great Southern Hotel Melbourne,yes,yes,yes,no,no,yes,yes,Full English/Irish,no,no
4368,Oakwood Premier Melbourne,yes,yes,yes,yes,yes,yes,yes,no,no,no
4369,MVV Motel & Comfy Kew Apartments,yes,no,no,no,no,yes,yes,no,no,no
4370,Naima Hotel,yes,yes,yes,no,yes,yes,yes,Continental, Full English/Irish, Vegetarian
4371,Tolarno Hotel,yes,yes,yes,no,no,yes,no,no,no,no
4372,Oaks Melbourne Southbank Suites,yes,yes,yes,no,no,no,yes,no,no,no
4373,Grand Hyatt Melbourne,yes,no,yes,no,yes,yes,yes,Continental,no,no
4374,Grand Hotel Melbourne,yes,yes,yes,no,no,yes,yes,no,no,no
4375,Movenpick Hotel Melbourne On Spencer,yes,yes,yes,no,yes,yes,yes,Continental, Full English/Irish, Vegan
4376,Four Points by Sheraton Melbourne Docklands,yes,yes,yes,no,yes,yes,yes,no,no,no
4377,Mantra on Little Bourke,yes,yes,yes,no,yes,yes,yes,American,no,no
4378,Travelodge Hotel Melbourne Docklands,yes,no,yes,no,no,yes,yes,American, Buffet,no
4379,Melbourne South Yarra Central Apartment Hotel,yes,yes,yes,no,no,yes,yes,no,no,no
4380,St Georges Motor Inn,yes,yes,yes,no,no,yes,no,Continental, Full English/Irish,no
4381,Quest St Kilda Road,yes,yes,yes,no,no,yes,yes,no,no,no
4382,Quality Hotel Melbourne Airport,yes,yes,yes,no,yes,yes,yes,no,no,no
4383,Melbourne City Backpackers,yes,no,yes,no,no,yes,no,Continental,no,no
4384,Davis Avenue Apartments,yes,no,yes,no,no,yes,no,no,no,no
4385,Comfort Apartments Royal Gardens,yes,yes,yes,no,no,yes,no,no,no,no
4386,Melbourne City Apartments - Teri,yes,no,yes,no,no,yes,yes,no,no,no
4387,Mantra 100 Exhibition,yes,yes,yes,no,no,yes,yes,Continental, Breakfast to go,no
4388,"Holiday Inn Express Melbourne Little Collins, an IHG Hotel",yes,no,yes,no,yes,yes,yes,Full English/Irish, Vegetarian, Gluten-free
4389,Stamford Plaza Melbourne,yes,yes,yes,no,yes,yes,yes,Vegetarian, Vegan,no
4390,BEST WESTERN PLUS Travel Inn,yes,yes,yes,no,yes,yes,no,Continental, Full English/Irish,no
4391,Oaks Melbourne on William Suites,yes,yes,yes,no,no,yes,yes,no,no,no
4392,"City-view High Rise 2BR Apt w/Pool, Sauna Gym, Library near Southern Cross Station Melbourne CBD",yes,yes,yes,no,no,yes,yes,no,no,no
4393,Naughtons Hotel,yes,no,yes,no,yes,no,no,no,no,no
4394,Imagine Wrap,yes,yes,yes,no,no,yes,yes,no,no,no
4395,Hyatt Centric Melbourne,yes,no,yes,no,yes,yes,yes,Continental, Buffet,no
4396,Veriu Queen Victoria Market,yes,yes,yes,no,yes,yes,yes,no,no,no
4397,View Melbourne,yes,yes,yes,no,yes,yes,yes,Buffet,no,no
4398,Mercure Melbourne Albert Park,yes,no,yes,no,yes,yes,yes,Continental, Vegetarian, Vegan
4399,Mantra on Russell,yes,yes,yes,no,yes,yes,yes,Continental, Vegetarian, Gluten-free
4400,Punthill Essendon,yes,yes,yes,no,no,yes,yes,no,no,no
4401,Alto Hotel On Bourke,yes,yes,yes,no,yes,yes,yes,Continental, Full English/Irish, Vegetarian
4402,Bright Urban Oasis,yes,no,no,no,no,yes,yes,no,no,no
4403,Brady Hotels Central Melbourne,yes,yes,yes,no,no,yes,yes,no,no,no
4404,Hilton Melbourne Little Queen Street,no,yes,yes,no,yes,yes,yes,Continental, Full English/Irish, Vegetarian
4405,Spencer Street Apartments,yes,yes,yes,no,no,yes,yes,no,no,no
4406,Hotel Collins,yes,yes,yes,no,no,yes,yes,no,no,no
4407,Flinders Landing Apartments,yes,yes,yes,no,no,yes,yes,no,no,no
4408,Melbourne 2 bedrooms unit for hire,no,no,no,no,no,no,no,no,no,no
4409,Brady Hotels Jones Lane,yes,yes,yes,no,no,yes,yes,no,no,no
4410,Art Series - The Olsen,yes,yes,yes,no,yes,yes,yes,Continental, Full English/Irish, Vegetarian
4411,Next to Mel Uni 2BR Best choice for students,yes,no,no,no,no,yes,no,no,no,no
4412,lovely 1 Bedroom apt + Free parking,no,no,no,no,no,yes,no,no,no,no
4413,Flinders Backpackers,yes,no,yes,no,yes,no,yes,no,no,no
4414,Europa Melbourne,yes,no,yes,no,no,yes,no,Continental,no,no
4415,QT Melbourne,yes,no,yes,no,yes,yes,yes,Full English/Irish, Vegetarian, Vegan
4416,Punthill Apartment Hotel - Little Bourke,yes,yes,yes,no,no,yes,yes,no,no,no
4417,Nightcap at Excelsior Hotel,yes,yes,no,no,yes,yes,no,no,no,no
4418,Melbourne Marriott Hotel Docklands,yes,yes,yes,no,yes,yes,yes,Full English/Irish, Vegetarian, Vegan
4419,Nomads St Kilda - Base,yes,no,yes,no,yes,yes,yes,no,no,no
4420,Clarendon Hotel,yes,no,yes,no,yes,yes,no,no,no,no
4421,Elizabethan Lodge,yes,no,yes,no,no,yes,no,Continental, Full English/Irish,no
4422,Pullman Melbourne On the Park,yes,yes,yes,no,yes,yes,yes,no,no,no
4423,Essendon Motel,yes,yes,yes,no,no,yes,no,no,no,no
4424,Novotel Melbourne Preston,yes,yes,no,no,yes,yes,yes,Full English/Irish, Vegetarian,no
4425,Quality Apartments Melbourne Central,yes,yes,yes,no,no,yes,yes,Continental, Breakfast to go,no
4426,Punthill Essendon North,yes,yes,yes,no,no,yes,yes,no,no,no
4427,Punthill Essendon North,yes,yes,yes,no,no,yes,yes,no,no,no
4428,Punthill South Yarra Grand,yes,yes,yes,no,no,yes,yes,no,no,no
4429,Birches Serviced Apartments,yes,yes,yes,no,no,yes,no,no,no,no
4430,Vintage peaceful 2Bdr home in South Mel (TF1SM23),yes,no,no,no,no,no,no,no,no,no
4431,lovely 1 Bedroom apt + Free parking,no,no,no,no,no,yes,no,no,no,no
4432,Melbourne Metropole Central,yes,yes,yes,no,no,yes,yes,no,no,no
4433,Saint Kilda Beach Hotel - formerly Rydges St Kilda,yes,yes,yes,no,yes,yes,yes,Continental, Vegetarian, Gluten-free
4434,Selina Central Melbourne,yes,yes,yes,no,yes,yes,yes,Continental,no,no
4435,Rooftop Pool 2BR Apt #FreeParking @ Marvel Stadium,yes,no,no,no,no,yes,yes,no,no,no
4436,Collingwood Studio Hideaway,yes,no,no,no,no,yes,yes,no,no,no
4437,Adara Richmond,yes,yes,yes,no,no,yes,yes,no,no,no
4438,Park Regis Griffin Suites,yes,yes,yes,no,yes,yes,yes,no,no,no
4439,Seasons Botanic Gardens,yes,yes,yes,no,no,yes,yes,no,no,no
4440,The Sebel Melbourne Moonee Ponds,yes,yes,yes,no,yes,yes,yes,no,no,no
4441,Space Hotel,yes,yes,yes,no,no,yes,yes,no,no,no
4442,The Hotel Windsor,yes,yes,yes,yes,yes,yes,yes,Full English/Irish,no,no
4443,Arrow on Swanston,yes,yes,yes,no,yes,yes,yes,no,no,no
4444,Element Melbourne Richmond,yes,yes,yes,no,yes,yes,yes,Continental, American,no
4445,Apartments of South Yarra,yes,no,yes,no,no,yes,no,no,no,no
4446,The Nunnery Accommodation,yes,yes,yes,no,no,yes,no,no,no,no
4447,Adina Apartment Hotel Melbourne,yes,yes,yes,no,no,yes,yes,no,no,no
4448,"Kimberley Gardens Hotel, Serviced Apartments and Serviced Villas",yes,yes,yes,no,no,yes,yes,no,no,no
4449,City Edge North Melbourne Apartment Hotel,yes,no,yes,no,no,yes,yes,no,no,no
4450,"Hotel Indigo Melbourne on Flinders, an IHG Hotel",yes,yes,yes,no,yes,yes,yes,Continental, Vegetarian, Vegan
4451,Courtyard by Marriott Melbourne Flagstaff Gardens,yes,yes,yes,yes,yes,yes,yes,Continental,no,no
4452,Meriton Suites King Street Melbourne,yes,yes,yes,no,no,yes,yes,no,no,no
4453,Crown Towers Melbourne,yes,yes,yes,no,yes,yes,yes,Continental, Full English/Irish,no
4454,Middle Park Hotel,yes,no,yes,no,yes,yes,no,no,no,no
4455,Essence Hotel Carlton,yes,no,yes,no,no,yes,yes,no,no,no
4456,Adara Richmond,yes,yes,yes,no,no,yes,yes,no,no,no
4457,voco Melbourne Central,yes,no,yes,no,yes,yes,yes,Full English/Irish,no,no
4458,Punthill Apartment Hotel - Manhattan,yes,yes,yes,no,no,yes,yes,no,no,no
4459,Brady Apartment Hotel Flinders Street,yes,yes,yes,no,yes,yes,yes,no,no,no
4460,Clocktower Apartment Hotel,yes,yes,yes,no,no,yes,yes,no,no,no
4461,ibis Budget - Melbourne Airport,yes,no,yes,no,no,yes,no,Continental,no,no
4462,The Canvas Apartment Hotel,yes,no,yes,no,no,yes,yes,no,no,no
4463,Winston Apartments Docklands,yes,no,yes,no,no,yes,yes,no,no,no
4464,Seasons Heritage Melbourne,yes,no,yes,no,no,yes,yes,no,no,no
4465,Quest Collingwood,yes,yes,yes,no,no,yes,yes,Breakfast to go,no,no
4466,Selina St Kilda Melbourne,yes,no,yes,no,yes,yes,no,Continental,no,no
4467,Melbourne Marriott Hotel,yes,no,yes,no,yes,yes,yes,Continental,no,no
4468,Melbourne Carlton Central Apartment Hotel,no,yes,yes,no,no,yes,no,no,no,no
4469,Georgian Court B&B Guest House,yes,yes,yes,no,no,yes,no,Continental,no,no
4470,Lanbruk Richmond Hill,yes,yes,yes,no,no,yes,yes,no,no,no
4471,Oaks Melbourne on Lonsdale Suites,yes,yes,yes,no,no,yes,no,no,no,no
4472,Aura on Flinders Serviced Apartments,yes,yes,yes,no,yes,yes,yes,no,no,no
4473,The Prince,yes,yes,yes,yes,yes,yes,yes,no,no,no
4474,Sofitel Melbourne On Collins,yes,yes,yes,no,yes,yes,yes,Continental, Full English/Irish, Vegetarian
4475,Quest Prahran,yes,yes,yes,no,no,yes,no,no,no,no
4476,Quest on Dorcas,yes,yes,yes,no,no,yes,yes,no,no,no
4477,Anchorage Apartments Hampton,yes,no,yes,no,no,yes,yes,no,no,no
4478,Brighton Serviced Apartments,yes,yes,yes,no,no,yes,no,no,no,no
4479,Shadow Play by Peppers,yes,yes,yes,no,yes,yes,yes,Vegetarian, Vegan, Halal
4480,Brady Apartment Hotel Hardware Lane,yes,yes,yes,no,no,yes,yes,no,no,no
4481,Oaks Melbourne on Market Hotel,yes,yes,yes,no,yes,yes,yes,Continental, Full English/Irish, Vegetarian
4482,Sakura Serviced Apartments,yes,yes,yes,no,no,yes,yes,no,no,no
4483,"The Ritz-Carlton, Melbourne",yes,no,yes,yes,yes,yes,yes,no,no,no
4484,Maruve Guesthouse 12 min from Melb airport,yes,yes,yes,no,no,yes,no,no,no,no
4485,Mantra Southbank,no,yes,yes,no,yes,yes,yes,Italian, Full English/Irish, Vegetarian
4486,Punthill Ivanhoe,yes,yes,yes,no,no,no,yes,Continental, Gluten-free, Breakfast to go
4487,Sixty Two On Grey Serviced Apartments,yes,no,yes,no,no,yes,no,no,no,no
4488,Pegasus Apart-Hotel,yes,yes,yes,no,no,yes,yes,Full English/Irish,no,no
4489,"InterContinental Melbourne The Rialto, an IHG Hotel",yes,yes,yes,no,yes,yes,yes,Continental, Vegetarian, Halal
4490,The Westin Melbourne,yes,no,yes,no,yes,yes,yes,Continental, Full English/Irish, Vegetarian
4491,SoYa Apartment Hotel,yes,yes,yes,no,no,yes,no,no,no,no
4492,Centrepoint Units Heidelberg,yes,yes,yes,no,no,yes,yes,no,no,no
4493,Exceptional views 2Bdr2Bath Apt in CBD (TF600223),yes,no,no,no,no,yes,yes,no,no,no
4494,Park Hyatt Melbourne,yes,yes,yes,no,yes,yes,yes,Continental, Full English/Irish, Asian
4495,Pullman Melbourne Albert Park,yes,no,yes,no,yes,yes,yes,Continental, Full English/Irish, Vegetarian
4496,College Lawn Hotel,no,no,yes,no,yes,yes,no,no,no,no
4497,The Village Melbourne,yes,no,yes,yes,yes,yes,yes,no,no,no
4498,Elizabeth Hostel,yes,no,yes,no,no,yes,no,no,no,no
4499,Le Méridien Melbourne,yes,yes,yes,no,yes,yes,yes,Continental, Full English/Irish, Vegetarian
4500,Adelphi Hotel,yes,no,yes,no,yes,yes,yes,no,no,no
4501,Quest NewQuay,yes,yes,yes,no,no,yes,yes,no,no,no
4502,Quest Ivanhoe,yes,yes,yes,no,no,yes,yes,no,no,no
4503,Carlton Lygon Lodge,yes,yes,yes,no,no,yes,yes,no,no,no
4504,The Sebel Melbourne Docklands Hotel,yes,yes,yes,no,no,yes,yes,Full English/Irish, Vegetarian, American
4505,Quest Bundoora,yes,yes,yes,no,yes,yes,yes,no,no,no
4506,Grosvenor 3121 Richmond,yes,no,yes,no,yes,yes,no,no,no,no
4507,CentralCharm 2Bdr apt with Free Parking (TF151122),yes,no,no,no,no,no,yes,no,no,no
4508,Hotel Sophia,yes,yes,yes,no,yes,yes,yes,Full English/Irish,no,no
4509,Stunning 1 Bedroom Apartment w Huge Balcony next to Queen Vic Market,yes,no,no,no,no,yes,no,no,no,no
4510,Platinum City Serviced Apartments,yes,yes,yes,no,no,yes,yes,no,no,no
4511,Laneways by Ovolo,yes,yes,yes,no,yes,yes,yes,Continental,no,no
4512,Quest Docklands,yes,yes,yes,no,no,yes,yes,no,no,no
4513,Lancemore Crossley St. Melbourne,yes,yes,yes,no,yes,yes,yes,Continental,no,no
4514,District Apartments Fitzroy,yes,yes,yes,no,no,yes,yes,no,no,no
4515,Harbour Apartment - Docklands,yes,yes,yes,no,yes,yes,yes,no,no,no
4516,Punthill Apartment Hotel - Flinders Lane,yes,yes,yes,no,no,yes,yes,no,no,no
4517,Modern double storey 3 BDRs in South Mel(TF5SM01),yes,no,no,no,no,yes,yes,no,no,no
4518,Lovely 1 Bedroom apartment close Crown（TI17042201）,yes,no,no,no,no,no,yes,no,no,no
4519,Meadow Inn Hotel-Motel,yes,yes,yes,no,yes,yes,no,no,no,no
4520,Beautiful 2 brs in CBD with free parking (TF4922),yes,no,no,no,no,yes,yes,no,no,no
4521,Art Series - The Larwill Studio,yes,no,yes,no,yes,yes,yes,Continental, Full English/Irish, Vegetarian
4522,The Como Melbourne - MGallery,no,yes,yes,yes,yes,yes,yes,Continental, Vegetarian, Vegan
4523,Comfort Inn Greensborough,yes,yes,yes,no,yes,yes,no,no,no,no
4524,Mercure Melbourne Therry Street,yes,no,yes,no,no,yes,yes,no,no,no
4525,Exclusive 2 bed pad with views,yes,no,no,no,no,yes,no,no,no,no
4526,Pullman Melbourne on Swanston,yes,yes,yes,yes,yes,yes,yes,Continental, Vegetarian, Vegan
4527,Mercure North Melbourne,yes,no,yes,no,yes,yes,yes,Continental, Full English/Irish, Vegetarian
4528,Wonderful 2-bedroom unit with Pool(TF7262201),yes,no,no,no,no,yes,yes,no,no,no
4529,Oaks Melbourne on Collins Hotel,yes,yes,yes,no,no,yes,yes,no,no,no
4530,La Trobe Street Apartment,yes,no,yes,no,no,yes,no,no,no,no
4531,Oakwood Premier Melbourne,yes,yes,yes,yes,yes,yes,yes,no,no,no
4532,Ovolo South Yarra,yes,no,yes,no,yes,yes,yes,Continental,no,no
4533,Homely Urban Oasis,yes,no,no,no,no,yes,yes,no,no,no
4534,Caroline Serviced Apartments Brighton,yes,yes,yes,no,no,yes,yes,no,no,no
4535,The Escape in Southern Cross Station,yes,yes,yes,no,no,yes,yes,no,no,no
4536,Milano Serviced Apartments,yes,yes,yes,no,no,yes,no,no,no,no
4537,MVV Motel & Comfy Kew Apartments,yes,no,no,no,no,yes,yes,no,no,no
4538,Shiny Urban Oasis (2BR1B+Wifi+View+WWS nearby),yes,yes,no,no,no,yes,no,no,no,no
4539,Ink Hotel Melbourne Southbank,yes,no,yes,no,yes,yes,yes,no,no,no
4540,Quest Moonee Valley,yes,yes,yes,no,yes,yes,no,no,no,no
4541,Docklands Private Collection - Digital Harbour,yes,yes,yes,no,yes,yes,yes,no,no,no
4542,City Edge South Melbourne Apartment Hotel,yes,no,yes,no,no,yes,yes,no,no,no
4543,Comfort Hotel East Melbourne,yes,no,yes,no,no,yes,yes,Continental,no,no
4544,River Views 2B2B Free Parking,yes,no,no,no,no,yes,yes,no,no,no
4545,Nesuto Docklands,yes,yes,yes,no,no,yes,yes,no,no,no
4546,The Sebel Melbourne Malvern,yes,yes,yes,no,no,yes,yes,no,no,no
4547,Wyndham Hotel Melbourne,no,yes,yes,no,no,yes,yes,no,no,no
4548,Quest Jolimont,yes,yes,yes,no,no,yes,yes,no,no,no
4549,"Crowne Plaza Melbourne, an IHG Hotel",yes,yes,yes,no,yes,yes,yes,Continental, Full English/Irish,no
4550,Melbourne Airport Motel,yes,yes,yes,no,no,yes,no,no,no,no
4551,Coburg Motor Inn,no,no,yes,no,no,no,no,no,no,no
4552,Beautiful apartment in South Yarra,yes,no,no,no,no,yes,no,no,no,no
4553,Pan Pacific Melbourne,yes,yes,yes,no,yes,yes,yes,Vegetarian, Vegan, Gluten-free
4554,Radisson On Flagstaff Gardens Melbourne,yes,no,yes,no,yes,yes,yes,Continental, Full English/Irish, Vegetarian
4555,High-Rise Living with City Views Queen Vic Market,yes,yes,no,no,no,yes,yes,no,no,no
4556,Oaks Melbourne Southbank Suites,yes,yes,yes,no,no,no,yes,no,no,no
4557,Quick Aces Premium,yes,no,no,no,yes,yes,yes,no,no,no
4558,Fawkner Executive Suites & Serviced Apartments,yes,yes,yes,no,no,yes,no,no,no,no
4559,High rise top view 2bed2bath,yes,no,no,no,no,yes,yes,no,no,no
4560,Next Hotel Melbourne,yes,yes,yes,yes,yes,yes,yes,Continental, Full English/Irish, Vegetarian
4561,Pathfinder Motel,yes,yes,no,no,no,yes,no,no,no,no
4562,Mantra on Little Bourke,yes,yes,yes,no,yes,yes,yes,American,no,no
4563,Best Western Queen Victoria Market Hotel,yes,yes,yes,no,no,yes,yes,Continental,no,no
4564,Deco Family House,yes,yes,yes,no,no,yes,no,no,no,no
4565,City East Motel,yes,yes,yes,no,no,yes,no,no,no,no
4566,Camberwell Serviced Apartments,yes,yes,yes,no,no,yes,yes,no,no,no
4567,Mercure Melbourne St Kilda Road,yes,yes,yes,no,yes,yes,yes,Continental, Full English/Irish, Vegetarian
4568,Brunswick Tower Hotel,yes,yes,yes,no,yes,yes,yes,no,no,no
4569,Comfort Hotel Melbourne Central,yes,no,yes,no,no,yes,yes,Continental,no,no
4570,Bell Motel,yes,no,yes,no,no,yes,no,no,no,no
4571,City Park Hotel,no,no,yes,no,yes,yes,yes,no,no,no
4572,Hotel No,yes,no,yes,no,yes,yes,no,no,no,no
4573,Tribeca Serviced Apartments,yes,yes,yes,no,no,yes,yes,no,no,no
4574,Knightsbridge Apartments,yes,yes,yes,no,no,yes,no,no,no,no
4575,RNR Serviced Apartments North Melbourne,yes,yes,yes,no,no,yes,yes,no,no,no
4576,Corporate Living Accommodation Abbotsford,yes,yes,yes,no,no,yes,yes,no,no,no
4577,Blessington St Studio Apartments,yes,no,yes,no,no,yes,no,no,no,no
4578,Jasper Boutique Hotel,yes,yes,yes,no,yes,yes,yes,Continental, Full English/Irish,no
4579,Queensview168 Apartments Moonee Ponds,yes,no,yes,no,yes,yes,yes,no,no,no
4580,Veriu Collingwood,yes,yes,yes,no,no,yes,yes,Vegan,no,no
4581,Melbourne South Yarra Central Apartment Hotel,yes,yes,yes,no,no,yes,yes,no,no,no
4582,Paragon Apartments by CLLIX,yes,yes,yes,no,no,yes,yes,no,no,no
4583,Mega Style Apartments Mainpoint,yes,no,yes,no,no,yes,no,no,no,no
4584,Mega Style Apartments Flinders St,yes,yes,yes,no,no,yes,yes,no,no,no
4585,MELBOURNE STAR APARTMENT,yes,yes,yes,no,no,yes,yes,no,no,no
4586,Melbourne City Apartments Panoramic Sky View Penthouse,yes,yes,yes,no,no,yes,yes,no,no,no
4587,Davis Avenue Apartments,yes,no,yes,no,no,yes,no,no,no,no
4588,Melbourne City Apartment Hotel,yes,yes,yes,no,no,yes,yes,no,no,no
4589,Mega Style Apartments The International,yes,yes,yes,no,no,yes,yes,no,no,no
4590,Collins House Apartments by CLLIX,yes,no,yes,no,no,yes,yes,no,no,no
4591,Mega Style Apartments Victoria One,yes,yes,yes,no,no,yes,yes,no,no,no
4592,Boutique Beach House in the HEART of St. Kilda,yes,no,no,no,no,yes,no,no,no,no
4593,ReadySet Apartments on Rose Lane,yes,yes,yes,no,no,yes,yes,no,no,no
4594,Exclusive Stays - SouthbankONE,yes,no,no,no,no,yes,no,no,no,no
4595,Exclusive Stays - Southgate 28,yes,yes,yes,no,no,yes,yes,no,no,no
4596,Exclusive Stays - Boulevard Penthouse,yes,no,yes,no,no,yes,yes,no,no,no
4597,Saint Domain,yes,no,yes,no,no,yes,yes,no,no,no
4598,Australia 108 by CLLIX,yes,yes,yes,no,no,yes,yes,no,no,no
4599,Stay Like Home,yes,no,yes,no,no,yes,yes,no,no,no
4600,Exclusive Stays - Gallery Penthouse,yes,no,yes,no,yes,yes,yes,no,no,no
4601,Exclusive Stays - Rivergarden,yes,no,yes,no,no,yes,yes,no,no,no
4602,Exclusive Stays - The Centurion,yes,yes,yes,no,no,yes,yes,no,no,no
4603,Exclusive Stays - Gallery Tower,yes,yes,yes,no,no,yes,yes,no,no,no
4604,Exclusive Stays - The Summit,yes,yes,yes,no,no,yes,yes,no,no,no
4605,Exclusive Stays - Sentinel,yes,yes,yes,no,yes,yes,yes,no,no,no
4606,Oaks Melbourne on William Suites,yes,yes,yes,no,no,yes,yes,no,no,no
4607,381 Cremorne,yes,yes,yes,no,no,yes,yes,no,no,no
4608,IMSA Group,yes,yes,yes,no,no,yes,yes,no,no,no
4609,Tyrian Serviced Apartments Fitzroy,yes,yes,no,no,no,yes,yes,no,no,no
4610,Quest Southbank,yes,yes,yes,yes,no,yes,yes,no,no,no
4611,The Royce,yes,no,yes,yes,yes,yes,yes,no,no,no
4612,"City-view High Rise 2BR Apt w/Pool, Sauna Gym, Library near Southern Cross Station Melbourne CBD",yes,yes,yes,no,no,yes,yes,no,no,no
4613,Aligned Corporate Residences Kew,yes,yes,yes,no,no,yes,no,no,no,no
4614,Nest Apartments on Rose Lane,yes,no,no,no,no,no,no,no,no,no
4615,DoubleTree by Hilton Melbourne,no,no,yes,no,yes,yes,yes,Continental, Full English/Irish, Vegetarian
4616,Arden Motel,yes,no,yes,no,no,yes,no,Continental,no,no
