sno,Hotel_Name,city,location,number_of_reviews,user_ratings,Star_Rating,review_score
5338,La Mondaine,Paris,"4 Rue de Vintimille, 9th arr., 75009 Paris, France",473,8.5,3,Very good
5339,Hôtel Bourgogne & Montana,Paris,"3 rue de Bourgogne, 7th arr., 75007 Paris, France",442,8.7,3,Fabulous
5340,Hôtel Du Vieux Saule,Paris,"6 Rue De Picardie, 3rd arr., 75003 Paris, France",672,7.8,2,Good
5341,Citadines Place d'Italie Paris,Paris,"18, Place d'Italie, 13th arr., 75013 Paris, France",2730,7.9,3,Good
5342,Appart Paris 19e Rosa Parks,Paris,"158 Boulevard Macdonald, 19th arr., 75019 Paris, France",7,8.4,4,Very good
5343,HOTEL DU MONT LOUIS,Paris,"5 RUE DE BELFORT, 11th arr., 75011 Paris, France",371,5.7,3,Passable
5344,Appartement moderne dans le centre de Paris,Paris,"1341 Quai de l'Hôtel de ville, 4th arr., 75004 Paris, France",0,0.0,3,
5345,Secret de Paris - Hotel & Spa,Paris,"2 Rue De Parme, 9th arr., 75009 Paris, France",1490,8.8,4,Fabulous
5346,Nice and authentic 2 Brds flat - Heart of Paris 11,Paris,"71 Rue Saint-Maur, 11th arr., 75011 Paris, France",0,0.0,4,
5347,Hôtel des Ecrivains,Paris,"8 Rue Coypel, 13th arr., 75013 Paris, France",1899,8.1,4,Very good
5348,Sacre coeur Paris Montmartre,Paris,"4 Rue d'Orchampt, 18th arr., 75018 Paris, France",68,7.6,4,Good
5349,Apartments WS Haussmann - La Fayette,Paris,"8 Rue la Fayette, 9th arr., 75009 Paris, France",785,7.4,2,Good
5350,Hotel Marignan Champs-Elysées,Paris,"12 rue de Marignan, 8th arr., 75008 Paris, France",550,8.5,3,Very good
5351,Hôtel Gabriel Paris,Paris,"25 Rue Du Grand Prieuré, 11th arr., 75011 Paris, France",708,8.4,4,Very good
5352,Hotel Marignan Champs-Elysées,Paris,"12 rue de Marignan, 8th arr., 75008 Paris, France",550,8.5,3,Very good
5353,Hôtel Gabriel Paris,Paris,"25 Rue Du Grand Prieuré, 11th arr., 75011 Paris, France",708,8.4,3,Very good
5354,Charles V,Paris,"20 Rue Saint-Paul, 4th arr., 75004 Paris, France",609,8.5,5,Very good
5355,Hôtel La Canopée,Paris,"15 Rue de Penthièvre, 8th arr., 75008 Paris, France",1062,9.0,4,Superb
5356,Hotel Le Clery,Paris,"13 Boulevard de Bonne Nouvelle, 2nd arr., 75002 Paris, France",425,8.0,3,Very good
5357,Agate Hôtel,Paris,"8, cours de Vincennes, 12th arr., 75012 Paris, France",1876,8.2,3,Very good
5358,Hôtel Langlois,Paris,"63 Rue Saint-Lazare, 9th arr., 75009 Paris, France",835,8.5,2,Very good
5359,La Clef Tour Eiffel Paris by The Crest Collection,Paris,"83 avenue Kléber, 16th arr., 75016 Paris, France",1271,7.7,2,Good
5360,Hotel Saint Honore 85,Paris,"85 Rue Saint Honore, 1st arr., 75001 Paris, France",1141,7.4,4,Good
5361,Idol Hotel,Paris,"16 rue d'Edimbourg, 8th arr., 75008 Paris, France",540,8.7,4,Fabulous
5362,Le Roch Hotel & Spa,Paris,"28 rue Saint Roch, 1st arr., 75001 Paris, France",265,8.7,4,Fabulous
5363,Hôtel des Deux Avenues,Paris,"38 Rue Poncelet, 17th arr., 75017 Paris, France",1182,7.3,3,Good
5364,Prince de Conde,Paris,"39 Rue de Seine, 6th arr., 75006 Paris, France",381,7.9,3,Good
5365,Hôtel Baldi by Magna Arbor,Paris,"42 Boulevard Garibaldi, 15th arr., 75015 Paris, France",2322,7.5,3,Good
5366,Hôtel du Vieux Marais,Paris,"8 Rue du Plâtre, 4th arr., 75004 Paris, France",1194,8.0,3,Very good
5367,Apartments WS - Haut-Marais - Carreau du Temple,Paris,"11 Rue Meslay, 3rd arr., 75003 Paris, France",539,7.1,3,Good
5368,Hotel Lilas Blanc,Paris,"5 rue de l'Avre, 15th arr., 75015 Paris, France",1603,8.4,3,Very good
5369,Grand Hotel Chicago,Paris,"99 Bis, Rue De Rome, 17th arr., 75017 Paris, France",917,8.4,3,Very good
5370,Pullman Paris Tour Eiffel,Paris,"18 Avenue De Suffren, Entrée au 22 rue Jean Rey, 15th arr., 75015 Paris, France",5600,8.3,3,Very good
5371,Hyatt Paris Madeleine,Paris,"24, Boulevard Malesherbes, 8th arr., 75008 Paris, France",304,8.6,3,Fabulous
5372,Hotel Aulivia Opéra,Paris,"4 Rue des Petites Ecuries, 10th arr., 75010 Paris, France",958,8.0,3,Very good
5373,ibis Budget Paris La Villette 19ème,Paris,"57 - 63 Avenue Jean Jaures 19 Arr. , 19th arr., 75019 Paris, France",10223,7.2,3,Good
5374,Le Rayz Vendome,Paris,"9 Rue Daunou, 2nd arr., 75002 Paris, France",1202,8.6,3,Fabulous
5375,Hotel Modern Est,Paris,"91, Boulevard de Strasbourg, 10th arr., 75010 Paris, France",2066,7.9,4,Good
5376,Ménil Bon Temps,Paris,"148 Boulevard De Ménilmontant, 20th arr., 75020 Paris, France",1273,6.9,4,Pleasant
5377,Hôtel Le Monna Lisa by Inwood Hotels,Paris,"97 rue La Boétie, 8th arr., 75008 Paris, France",447,8.1,4,Very good
5378,Libertel Montmartre Opéra,Paris,"32 Rue Duperre, 9th arr., 75009 Paris, France",1039,8.3,3,Very good
5379,Hôtel Château Frontenac,Paris,"54 rue Pierre Charron, 8th arr., 75008 Paris, France",1040,8.5,3,Very good
5380,Apartments WS Champs-Elysées - Colomb,Paris,"14 Rue Christophe Colomb, 8th arr., 75008 Paris, France",623,8.2,3,Very good
5381,Hôtel Clarisse,Paris,"159 Boulevard Lefebvre, 15th arr., 75015 Paris, France",781,8.0,3,Very good
5382,YOOMA Urban Lodge,Paris,"51 Quai de Grenelle, 15th arr., 75015 Paris, France",3807,8.2,3,Very good
5383,Hôtel Du Prince Eugène,Paris,"247 Bd Voltaire, 11th arr., 75011 Paris, France",1497,8.4,3,Very good
5384,Hotel B Square,Paris,"11, rue des Batignolles, 17th arr., 75017 Paris, France",1140,7.9,3,Good
5385,Novotel Paris 17,Paris,"34 Avenue Porte d'Asnières, 17th arr., 75017 Paris, France",1649,7.8,3,Good
5386,Relais Saint Jacques,Paris,"3 Rue Abbé De L' Epée, 5th arr., 75005 Paris, France",923,8.4,5,Very good
5387,Mercure Paris Bastille Saint Antoine,Paris,"64, Rue Crozatier, 12th arr., 75012 Paris, France",431,7.8,3,Good
5388,Sofitel Paris Baltimore Tour Eiffel,Paris,"88 Bis Avenue Kléber, 16th arr., 75016 Paris, France",427,8.2,3,Very good
5389,Hôtel Beaurepaire,Paris,"31 rue Albert Thomas, 10th arr., 75010 Paris, France",628,7.4,4,Good
5390,Best Western Premier Trocadero La Tour,Paris,"5 bis, rue Massenet, 16th arr., 75016 Paris, France",627,8.0,4,Very good
5391,ibis Paris Gare De L Est 10ème,Paris,"5 Rue Saint Laurent , 10th arr., 75010 Paris, France",823,7.4,5,Good
5392,Royal Wagram,Paris,"3 Cité de Pusy, 17th arr., 75017 Paris, France",1350,6.4,4,Pleasant
5393,AC Hotel Paris Porte Maillot by Marriott,Paris,"6 rue Gustave Charpentier, 17th arr., 75017 Paris, France",668,8.2,4,Very good
5394,Hôtel Le Royal Monceau Raffles Paris,Paris,"37 Avenue Hoche, 8th arr., 75008 Paris, France",68,8.9,4,Fabulous
5395,CADET Residence,Paris,"7, Rue Cadet, 9th arr., 75009 Paris, France",421,9.0,4,Superb
5396,Hotel Campanile Paris-Bercy Village,Paris,"17 Rue Baron Le Roy, 12th arr., 75012 Paris, France",6395,7.9,4,Good
5397,ibis Styles Paris 16 Boulogne,Paris,"19 Avenue Ferdinand Buisson, 75016 Paris, France",2146,8.3,3,Very good
5398,Hotel Archetype Etoile,Paris,"6 rue des Acacias, 17th arr., 75017 Paris, France",926,8.6,4,Fabulous
5399,Hôtel Regent's Garden - Astotel,Paris,"6, Rue Pierre Demours, 17th arr., 75017 Paris, France",827,8.9,3,Fabulous
5400,Nice studio Paris 14,Paris,"68 Rue Didot, 14th arr., 75014 Paris, France",6,3.8,3,Poor
5401,Hotel De Suede Saint Germain,Paris,"31 Rue Vaneau, 7th arr., 75007 Paris, France",1882,8.2,3,Very good
5402,Rochester Champs Elysees,Paris,"92 Rue La Boetie, 8th arr., 75008 Paris, France",967,8.5,4,Very good
5403,Nadaud Hotel,Paris,"8 Rue de la Bidassoa, 20th arr., 75020 Paris, France",1168,8.4,4,Very good
5404,Elysees Niel Hotel,Paris,"11 Rue Saussier Leroy, 17th arr., 75017 Paris, France",1214,8.0,3,Very good
5405,Novotel Paris Gare De Lyon,Paris,"2 Rue Hector Malot, 12th arr., 75012 Paris, France",3411,8.1,3,Very good
5406,Le Katorze Hôtel,Paris,"14 Rue du Docteur Heulin, 17th arr., 75017 Paris, France",1002,8.4,5,Very good
5407,Hotel de Seze,Paris,"16 rue de Sèze, 9th arr., 75009 Paris, France",723,8.8,4,Fabulous
5408,Hôtel LOCOMO,Paris,"6 Bis Rue De Lyon, 12th arr., 75012 Paris, France",4547,8.7,3,Fabulous
5409,Novotel Paris Centre Gare Montparnasse,Paris,"17 Rue Du Cotentin, 15th arr., 75015 Paris, France",2481,8.1,3,Very good
5410,Hotel Britannique,Paris,"20 Avenue Victoria, 1st arr., 75001 Paris, France",1457,8.9,3,Fabulous
5411,Hôtel Victoria Châtelet,Paris,"17, Avenue Victoria, 1st arr., 75001 Paris, France",1626,7.7,4,Good
5412,Verlain,Paris,"97 rue Saint Maur, 11th arr., 75011 Paris, France",1098,7.8,4,Good
5413,Hôtel Clauzel Paris,Paris,"33 Rue Des Martyrs, 9th arr., 75009 Paris, France",2206,7.5,4,Good
5414,Hotel Design Sorbonne,Paris,"6 rue Victor Cousin, 5th arr., 75005 Paris, France",549,8.1,4,Very good
5415,Hôtel Le Marcel Paris Gare de l'Est,Paris,"11, rue du 8 Mai 1945, 10th arr., 75010 Paris, France",898,7.7,3,Good
5416,Maison Axel Opéra,Paris,"15, Rue de Montyon, 9th arr., 75009 Paris, France",827,8.4,4,Very good
5417,Studette cosy entièrement rénovée,Paris,"14 Rue d'Annam, 20th arr., 75020 Paris, France",5,8.2,5,Very good
5418,Baba Hotel,Paris,"15 rue du roi d'Alger, 18th arr., 75018 Paris, France",219,8.0,3,Very good
5419,Novotel Paris 14 Porte d'Orléans,Paris,"15, Boulevard Romain Rolland, 14th arr., 75014 Paris, France",3999,8.1,3,Very good
5420,Le berlier 13,Paris,"44 Rue Jean-Baptiste Berlier, 13th arr., 75013 Paris, France",0,0.0,4,
5421,Hôtel National Des Arts et Métiers,Paris,"243 rue saint Martin, 3rd arr., 75003 Paris, France",653,8.7,3,Fabulous
5422,Golden Tulip Washington Opera,Paris,"50, rue de Richelieu, 1st arr., 75001 Paris, France",1100,8.4,3,Very good
5423,Hôtel Saint-André des Arts,Paris,"66 rue Saint-André des Arts, 6th arr., 75006 Paris, France",774,8.7,2,Fabulous
5424,Grand Hôtel De L'Europe,Paris,"74, Boulevard De Strasbourg, 10th arr., 75010 Paris, France",3696,6.7,3,Pleasant
5425,Pearl of love in the center of Paris,Paris,"44 Rue de Laborde, 8th arr., 75008 Paris, France",2,5.0,3,Passable
5426,Hôtel Nude Paris,Paris,"155, Boulevard Du Montparnasse, 6th arr., 75006 Paris, France",889,8.2,4,Very good
5427,Queen Mary Opera,Paris,"9 rue de Greffulhe, 8th arr., 75008 Paris, France",962,8.4,3,Very good
5428,Fred'Hotel,Paris,"11, Avenue Villemain, 14th arr., 75014 Paris, France",1473,8.2,3,Very good
5429,Hotel Lutetia,Paris,"45 Boulevard Raspail, 6th arr., 75006 Paris, France",355,9.1,4,Superb
5430,Hôtel Le Cardinal by Happyculture,Paris,"3, rue du Cardinal Mercier, 9th arr., 75009 Paris, France",2399,8.1,3,Very good
5431,Hôtel International Paris,Paris,"6 Rue Auguste Barbier, 11th arr., 75011 Paris, France",744,8.3,3,Very good
5432,Hotel Joyce - Astotel,Paris,"29 rue La Bruyere, 9th arr., 75009 Paris, France",936,8.8,3,Fabulous
5433,Arian Hôtel,Paris,"102 Avenue de Choisy, 13th arr., 75013 Paris, France",1146,7.6,3,Good
5434,Jeff Hotel,Paris,"53 Rue Richer, 9th arr., 75009 Paris, France",2755,5.3,5,Passable
5435,La Chambre du Marais,Paris,"85-87 RUE DES ARCHIVES, 3rd arr., 75003 Paris, France",374,9.0,4,Superb
5436,Monsieur Cadet Hotel & Spa,Paris,"4 rue Cadet, 9th arr., 75009 Paris, France",977,8.7,3,Fabulous
5437,Hôtel La Comtesse,Paris,"29, Avenue De Tourville, 7th arr., 75007 Paris, France",827,8.9,3,Fabulous
5438,Walled off Hotel Paris,Paris,"44 Rue du Faubourg Montmartre, 9th arr., 75009 Paris, France",1531,7.9,3,Good
5439,Appartement 2 pièces au pied du métro Buzenval.,Paris,"33 Rue d'Avron, 75020 Paris, France",0,0.0,2,
5440,Hotel du Chemin Vert,Paris,"97 Rue Du Chemin Vert, 11th arr., 75011 Paris, France",1885,7.7,3,Good
5441,Metropol,Paris,"98, Rue de Maubeuge, 10th arr., 75010 Paris, France",2620,6.5,3,Pleasant
5442,Apartments WS Tour Eiffel - Nicolo,Paris,"27 Rue Nicolo, 16th arr., 75116 Paris, France",566,7.0,3,Good
5443,Hôtel Mayet,Paris,"3 Rue Mayet, 6th arr., 75006 Paris, France",1633,7.7,3,Good
5444,Hotel Concortel,Paris,"21 Rue Pasquier, 8th arr., 75008 Paris, France",523,7.7,3,Good
5445,Art Hotel Eiffel,Paris,"136 boulevard de Grenelle, 15th arr., 75015 Paris, France",1767,8.2,4,Very good
5446,Hotel Eiffel Capitol,Paris,"9 rue Viala, 15th arr., 75015 Paris, France",1978,7.9,4,Good
5447,Simon's Boutique Hôtel,Paris,"69 Rue Riquet, 18th arr., 75018 Paris, France",1350,8.1,3,Very good
5448,Hôtel le Clos de Notre Dame,Paris,"22 rue de l'Hirondelle, 6th arr., 75006 Paris, France",781,7.9,5,Good
5449,Paris 12 30m² quiet comfortable studio apartment,Paris,"44 Rue Claude Decaen, 12th arr., 75012 Paris, France",4,7.5,4,Good
5450,Pavillon de Montmartre,Paris,"5 Rue Aristide Bruant, 18th arr., 75018 Paris, France",1730,7.1,4,Good
5451,Beau M Paris,Paris,"108 Rue Damrémont, 18th arr., 75018 Paris, France",834,8.8,3,Fabulous
5452,Hotel Paradis,Paris,"41, Rue Des Petites Ecuries, 10th arr., 75010 Paris, France",476,8.2,2,Very good
5453,Sonder L'Edmond Parc Monceau,Paris,"22 avenue de Villiers, 17th arr., 75017 Paris, France",894,8.4,4,Very good
5454,The Chess Hotel,Paris,"6 rue du Helder, 9th arr., 75009 Paris, France",581,8.2,3,Very good
5455,Hotel & Spa La Belle Juliette,Paris,"92, Rue Du Cherche Midi, 6th arr., 75006 Paris, France",823,8.5,3,Very good
5456,Apartments WS Tour Eiffel - Laos,Paris,"10 Rue du Laos, 15th arr., 75015 Paris, France",138,8.2,2,Very good
5457,Hôtel du Triangle d'Or,Paris,"6 Rue Godot De Mauroy, 9th arr., 75009 Paris, France",1109,8.6,3,Fabulous
5458,Mama Shelter Paris West,Paris,"Avenue De La Porte De La Plaine, 15th arr., 75015 Paris, France",1712,8.5,3,Very good
5459,Hotel de Paris Montmartre,Paris,"17 rue Biot, 17th arr., 75017 Paris, France",2896,8.2,5,Very good
5460,Beautiful paris,Paris,"21 Rue Pierre Mauroy, 18th arr., 75018 Paris, France",0,0.0,3,
5461,HOTEL DU PRINTEMPS,Paris,"1 RUE DE L'ISLY, 8th arr., 75008 Paris, France",1573,7.7,3,Good
5462,The People Paris Belleville,Paris,"59 Boulevard De Belleville, 11th arr., 75011 Paris, France",2549,8.2,4,Very good
5463,Hotel Opéra d'Antin,Paris,"75, rue de Provence, 9th arr., 75009 Paris, France",952,7.8,4,Good
5464,Hôtel Piapia,Paris,"14 bis, rue des Maraichers, 20th arr., 75020 Paris, France",2659,8.6,4,Fabulous
5465,Hotel Taylor,Paris,"6 rue Taylor, 10th arr., 75010 Paris, France",3035,8.7,2,Fabulous
5466,Fraser Suites Le Claridge Champs-Elysées,Paris,"74 Avenue Des Champs-Elysées, 8th arr., 75008 Paris, France",1564,7.6,3,Good
5467,Kyriad Paris 10 - Canal Saint Martin - République,Paris,"30 rue Lucien Sampaix, 10th arr., 75010 Paris, France",2956,7.2,3,Good
5468,Hotel Marena,Paris,"27 rue de la Tour d'Auvergne, 9th arr., 75009 Paris, France",1122,7.9,3,Good
5469,B Montmartre,Paris,"6 Rue Lecluse, 17th arr., 75017 Paris, France",2410,8.9,3,Fabulous
5470,Les Jardins De La Villa,Paris,"5 Rue Belidor, 17th arr., 75017 Paris, France",935,8.7,4,Fabulous
5471,La Clef Champs-Élysées Paris by The Crest Collection,Paris,"44-46 Rue de Bassano, 8th arr., 75008 Paris, France",924,8.4,4,Very good
5472,Hôtel Thoumieux,Paris,"79 rue Saint-Dominique, 7th arr., 75007 Paris, France",333,8.5,3,Very good
5473,Jardin plaisance,Paris,"159 Rue Raymond Losserand, 14th arr., 75014 Paris, France",4,8.3,3,Very good
5474,Hôtel Veryste Paris,Paris,"5, Rue Riboutté, 9th arr., 75009 Paris, France",743,8.2,3,Very good
5475,Serotel Suites Opera,Paris,"77 rue du Faubourg Poissonnière, 9th arr., 75009 Paris, France",311,8.3,4,Very good
5476,Hôtel Le Lavoisier,Paris,"21, rue Lavoisier, 8th arr., 75008 Paris, France",518,7.9,3,Good
5477,Hôtel Crayon by Elegancia,Paris,"25 Rue du Bouloi, 1st arr., 75001 Paris, France",623,7.9,3,Good
5478,Auberge de Jeunesse HI Paris Yves Robert,Paris,"20 esplanade Nathalie Sarraute, 18th arr., 75018 Paris, France",4281,7.7,4,Good
5479,Maison ELLE Paris,Paris,"14 Rue Brey, 17th arr., 75017 Paris, France",937,8.9,3,Fabulous
5480,Hôtel du Centre,Paris,"63 rue du Faubourg du Temple, 11th arr., 75010 Paris, France",37,2.5,4,Very poor
5481,Central Hotel Paris,Paris,"1Bis Rue Du Maine, 14th arr., 75014 Paris, France",1371,7.7,4,Good
5482,Hotel Delambre,Paris,"35 rue Delambre, 14th arr., 75014 Paris, France",508,8.3,4,Very good
5483,Cosy Studio - Parc des expositions Tour Eiffel 6,Paris,"243A rue saint charles, 15th arr., 75015 Paris, France",2,7.0,4,Good
5484,La Villa des Ternes,Paris,"97 avenue des Ternes, 17th arr., 75017 Paris, France",821,8.2,3,Very good
5485,Les Sablons situé à coté de la tour Eiffel,Paris,"2 eme étage/ appartement droit 23 Rue des Sablons, 16th arr., 75016 Paris, France",1,8.0,4,Very good
5486,Chambre proche arc de triomphe,Paris,"5 Rue Dufrenoy, 16th arr., 75116 Paris, France",18,6.2,3,Pleasant
5487,Hôtel Mayfair Paris,Paris,"3 Rue Rouget De Lisle, 1st arr., 75001 Paris, France",478,8.7,3,Fabulous
5488,Hotel Max,Paris,"34, rue d'Alésia, 14th arr., 75014 Paris, France",1178,8.9,3,Fabulous
5489,Villa des Ambassadeurs,Paris,"6 Rue du Bouquet de Longchamp, 16th arr., 75016 Paris, France",704,7.8,3,Good
5490,"Le Dokhan's Paris Arc de Triomphe, a Tribute Portfolio Hotel",Paris,"117 Rue Lauriston, 16th arr., 75116 Paris, France",42,7.5,4,Good
5491,Hôtel Léopold - Orso Hotels,Paris,"225 boulevard Raspail, 14th arr., 75014 Paris, France",988,8.5,3,Very good
5492,Hôtel Malar,Paris,"29 Rue Malar, 7th arr., 75007 Paris, France",533,7.0,4,Good
5493,YMMO 75012,Paris,"302 Rue de Charenton, 12th arr., 75012 Paris, France",393,5.3,4,Passable
5494,Petite maison avec cour dans les beaux quartiers-vous faites le ménage- very good prices for t-h-e location but you have to clea-n th-e flat,Paris,"5 Rue des Lyonnais, 5th arr., 75005 Paris, France",8,4.8,3,Disappointing
5495,ibis Paris Ornano Montmartre Nord 18ème,Paris,"70 Bis, Boulevard Ornano, 18th arr., 75018 Paris, France",972,7.3,5,Good
5496,Hôtel de Joséphine BONAPARTE,Paris,"10, rue d'Ormesson , 4th arr., 75004 Paris, France",430,9.1,3,Superb
5497,Hôtel du Ministère,Paris,"31 Rue de Surene, 8th arr., 75008 Paris, France",1049,8.5,4,Very good
5498,Hôtel Les Deux Gares,Paris,"2 Rue des Deux Gares, 10th arr., 75010 Paris, France",766,8.3,3,Very good
5499,R. Kipling by Happyculture,Paris,"65, rue Blanche, 9th arr., 75009 Paris, France",1194,7.6,4,Good
5500,Alliance 3,Paris,"112 Avenue Jean Jaurès, 19th arr., 75019 Paris, France",81,7.2,3,Good
5501,Maze Backpackers - Sydney,Sydney,"417 Pitt Street, Sydney CBD, 2000 Sydney, Australia",2012,7.0,3,Good
5502,Cozy M Hotel,Sydney,"132 Bourke Street, Woolloomooloo, 2011 Sydney, Australia",350,8.3,4,Very good
5503,The Sarah by Urban Rest,Sydney,"255 Victoria Street, Darlinghurst, 2010 Sydney, Australia",61,8.0,3,Very good
5504,Southend Hotel,Sydney,"32 Curtin Crescent, Maroubra, 2035 Sydney, Australia",609,8.0,3,Very good
5505,ibis Sydney Airport,Sydney,"205 O'Riordan Street, Mascot, Mascot, 2020 Sydney, Australia",4131,7.0,5,Good
5506,Sydney Harbour YHA,Sydney,"110 Cumberland Street, Sydney CBD, 2000 Sydney, Australia",3782,8.6,4,Fabulous
5507,The Strand Hotel,Sydney,"99 William Street, Darlinghurst, 2010 Sydney, Australia",14,9.2,2,Superb
5508,Moxy Sydney Airport,Sydney,"56 Baxter Road, Mascot, 2020 Sydney, Australia",66,8.8,4,Fabulous
5509,Rockdale Apartment Rooms,Sydney,"13-19 Bryant Street Unit 31, 2216 Sydney, Australia",0,0.0,3,
5510,The Jensen Potts Point,Sydney,"71 Macleay Street, Potts Point, 2011 Sydney, Australia",581,8.0,3,Very good
5511,CKS Sydney Airport Hotel,Sydney,"35 Levey Street, Wolli Creek, 2205 Sydney, Australia",2915,7.2,3,Good
5512,Avoca Randwick by Sydney Lodges,Sydney,"235 Avoca Street, Randwick, 2031 Sydney, Australia",396,8.2,3,Very good
5513,Hotel Challis Potts Point,Sydney,"21-23 Challis Avenue, Potts Point, Potts Point, 2011 Sydney, Australia",1374,7.9,2,Good
5514,Neutral Bay Lodge,Sydney,"45 Kurraba Road, Neutral Bay, 2089 Sydney, Australia",488,7.4,4,Good
5515,ibis Budget - St Peters,Sydney,"178 Princes Highway, St Peters, 2044 Sydney, Australia",3304,6.3,3,Pleasant
5516,The Baxley Bondi,Sydney,"44 Flood Street, Bondi, 2026 Sydney, Australia",785,8.9,2,Fabulous
5517,The Alison Randwick,Sydney,"136-138 Alison Road, Randwick, Randwick, 2031 Sydney, Australia",582,8.2,4,Very good
5518,The Ultimo,Sydney,"37 Ultimo Road, Sydney CBD, 2000 Sydney, Australia",3669,8.1,4,Very good
5519,Glenferrie Lodge,Sydney,"12A Carabella Street, Kirribilli , Kirribilli, 2061 Sydney, Australia",1426,8.1,4,Very good
5520,"The Heart of Bondi / Bondi Junction, NSW",Sydney,"33 Spring Street, 2022 Sydney, Australia",0,0.0,3,
5521,Cambridge Lodge,Sydney,"109 Cambridge St , 2048 Sydney, Australia",343,7.4,4,Good
5522,Great Southern Hotel Sydney,Sydney,"717 George Street, Sydney CBD, 2000 Sydney, Australia",7527,7.9,4,Good
5523,Zetland center modern 2Br with parking near train,Sydney,"9 Rose Valley Way, 2017 Sydney, Australia",0,0.0,4,
5524,Stay at Hotel Steyne,Sydney,"75 The Corso, Manly, Manly, 2095 Sydney, Australia",2247,7.4,3,Good
5525,ibis Styles Sydney Central,Sydney,"27-33 Wentworth Avenue, Sydney CBD, 2010 Sydney, Australia",5655,7.5,4,Good
5526,Hotel Urban St Leonards,Sydney,"194 Pacific Highway, Greenwich , St Leonards, 2065 Sydney, Australia",1510,8.1,3,Very good
5527,Sydney CBD darling harbour two bedroom apartment,Sydney,"Harbour Street, Sydney CBD, 2000 Sydney, Australia",0,0.0,3,
5528,Penshurst Hotel,Sydney,"29-31 Penshurst Street, 2222 Sydney, Australia",275,8.0,3,Very good
5529,Twin Towers Inn,Sydney,"260 - 264 Pacific Highway, Greenwich, Greenwich, 2065 Sydney, Australia",891,7.8,3,Good
5530,ibis Sydney World Square,Sydney,"384 Pitt Street, Sydney CBD, 2000 Sydney, Australia",2162,7.4,3,Good
5531,The Tank Stream Sydney,Sydney,"97 Pitt Street, Sydney CBD, 2000 Sydney, Australia",2205,8.5,4,Very good
5532,ibis budget Sydney Airport,Sydney,"5 Ross Smith Avenue, Mascot, 2020 Sydney, Australia",9682,6.6,4,Pleasant
5533,Park Regis City Centre,Sydney,"27 Park Street, Sydney CBD, 2000 Sydney, Australia",5285,7.0,4,Good
5534,Hotel Hacienda,Sydney,"179 Cleveland St, Chippendale, 2008 Sydney, Australia",1392,7.6,3,Good
5535,Mad Monkey Downtown,Sydney,"23 Darlinghurst Rd, Kings Cross, Potts Point, 2011 Sydney, Australia",220,7.0,3,Good
5536,Meridian Hotel Hurstville,Sydney,"220 Forest Road, 2220 Sydney, Australia",992,7.2,3,Good
5537,28 Hotel,Sydney,"28 Regent Street, Sydney CBD, 2008 Sydney, Australia",1047,7.9,3,Good
5538,"Castlereagh Boutique Hotel, Ascend Hotel Collection",Sydney,"169 Castlereagh Street, Sydney CBD, 2000 Sydney, Australia",1760,7.8,4,Good
5539,Avonmore On The Park Boutique Hotel,Sydney,"34 The Avenue, Randwick, Randwick, 2031 Sydney, Australia",735,8.9,4,Fabulous
5540,YEHS Hotel Sydney QVB,Sydney,"143 York Street, Sydney CBD, 2000 Sydney, Australia",4148,8.4,4,Very good
5541,790 on George Backpackers,Sydney,"790 George Street, Haymarket, Sydney CBD, 2000 Sydney, Australia",1106,7.3,4,Good
5542,Kent Terrace,Sydney,"82 Kent St, Millers Point NSW 2000, Sydney CBD, 2000 Sydney, Australia",154,7.7,4,Good
5543,The North Shore Hotel,Sydney,"310 Miller Street, North Sydney, North Sydney, 2060 Sydney, Australia",691,7.6,4,Good
5544,Song Hotel Sydney,Sydney,"5-11 Wentworth Ave, Sydney CBD, 2000 Sydney, Australia",2330,7.6,4,Good
5545,Mary MacKillop Place,Sydney,"80 William Street, North Sydney, 2060 Sydney, Australia",612,8.9,3,Fabulous
5546,Mercure Sydney Macquarie Park,Sydney,"81 Talavera Road, North Ryde, North Ryde, 2113 Sydney, Australia",1179,8.0,4,Very good
5547,"Holiday Inn Express Sydney Macquarie Park, an IHG Hotel",Sydney,"10 Byfield St Macquarie Park, North Ryde, 2113 Sydney, Australia",1336,8.4,4,Very good
5548,Serene Double Room - Private - Prime Spot,Sydney,"2071 Sydney, Australia",15,5.9,4,Passable
5549,Mad Monkey Broadway,Sydney,"20 City Road, Chippendale, 2008 Sydney, Australia",639,7.5,4,Good
5550,Regents Court Sydney,Sydney,"18 Springfield Ave, Potts Point, Potts Point, 2011 Sydney, Australia",402,7.9,4,Good
5551,Coogee Beach House,Sydney,"171 Arden Street, Coogee, Coogee, 2034 Sydney, Australia",441,7.5,4,Good
5552,Quest Macquarie Park,Sydney,"71 Epping Road, North Ryde, 2113 Sydney, Australia",1689,8.1,4,Very good
5553,Mad Monkey Coogee Beach,Sydney,"186 Arden Street, Coogee, 2034 Sydney, Australia",113,7.0,3,Good
5554,Pyrmont Walk,Sydney,"243 Pyrmont Street, Sydney CBD, 2009 Sydney, Australia",0,0.0,3,Very good
5555,The Erko Hotel,Sydney,"102 Erskineville Road, 2043 Sydney, Australia",414,7.6,4,Good
5556,Sydney Potts Point Central Apartment Hotel,Sydney,"15 Springfield Ave, Potts Point, 2011 Sydney, Australia",759,7.7,4,Good
