sno,Hotel_Name,city,location,number_of_reviews,user_ratings,Star_Rating,review_score
5557,The Hughenden Boutique Hotel,Sydney,"14 Queen Street, Woollahra, 2025 Sydney, Australia",931,8.0,4,Very good
5558,Private Studio-Room In Kingsford Near UNSW,Sydney,"Randwick, 2032 Sydney, Australia",0,0.0,3,
5559,Best Western Plus Camperdown Suites,Sydney,"108 Parramatta Road, Camperdown, Camperdown, 2050 Sydney, Australia",562,8.6,4,Fabulous
5560,Adina Apartment Hotel Sydney Town Hall,Sydney,"Cnr Kent And Bathurst Streets, Sydney CBD, 2000 Sydney, Australia",2911,8.0,4,Very good
5561,Stoke Beach House,Sydney,"24 Raglan St, Manly, Manly, 2095 Sydney, Australia",372,8.5,3,Very good
5562,Sydney Backpackers,Sydney,"7 Wilmot St, Sydney CBD, 2000 Sydney, Australia",733,5.4,5,Passable
5563,Courtyard by Marriott Sydney-North Ryde,Sydney,"7-11 Talavera Road, North Ryde, North Ryde, 2113 Sydney, Australia",1305,8.2,4,Very good
5564,Premier Double Room - Private - Prime Spot,Sydney,"2040 Sydney, Australia",4,6.5,3,Pleasant
5565,Ballantyne at Mosman - Serviced Apartments,Sydney,"1 Ballantyne St, Mosman, 2088 Sydney, Australia",147,7.8,4,Good
5566,No 9 Springfield,Sydney,"9 Springfield Avenue, Kings Cross, Potts Point, 2011 Sydney, Australia",1471,8.0,5,Very good
5567,Mercure Sydney Wynyard,Sydney,"7-9 York Street, Sydney CBD, 2000 Sydney, Australia",4365,7.8,4,Good
5568,Grand Hotel Rockdale,Sydney,"482-484 Princes Highway, 2216 Sydney, Australia",259,6.2,4,Pleasant
5569,The Capitol Hotel Sydney,Sydney,"Corner George And Campbell Street, Sydney CBD, 2000 Sydney, Australia",337,8.4,3,Very good
5570,BreakFree on Broadway Sydney,Sydney,"253 Broadway, Glebe, 2007 Sydney, Australia",151,7.8,5,Good
5571,Royal Exhibition Hotel,Sydney,"86 Chalmers Street, Surry Hills, 2010 Sydney, Australia",1081,7.4,4,Good
5572,The Lurline Randwick,Sydney,"211 Avoca Street, Randwick, Randwick, 2031 Sydney, Australia",2015,8.2,4,Very good
5573,Signature Queen Room Free WIFI & Nearby Transport,Sydney,"2070 Sydney, Australia",1,4.0,4,Disappointing
5574,The Urban Newtown,Sydney,"52-60 Enmore Road, Newtown, 2042 Sydney, Australia",1405,7.9,4,Good
5575,Highfield Private Hotel,Sydney,"166 Victoria Street, Potts Point, 2011 Sydney, Australia",327,6.1,4,Pleasant
5576,Adge Hotel and Residences,Sydney,"212 Riley Street, Surry Hills, 2010 Sydney, Australia",322,8.7,3,Fabulous
5577,Mrs Banks Hotel,Sydney,"259 Oxford Street, Paddington, 2021 Sydney, Australia",643,9.1,5,Superb
5578,Royal Hotel Randwick,Sydney,"2 Perouse Road, Randwick , Randwick, 2031 Sydney, Australia",870,8.6,3,Fabulous
5579,Veriu Randwick,Sydney,"65-71 Belmore Road, Randwick, Randwick, 2031 Sydney, Australia",379,7.6,4,Good
5580,The Porter House Hotel Sydney - MGallery,Sydney,"203 Castlereagh Street, Sydney CBD, 2000 Sydney, Australia",198,8.9,3,Fabulous
5581,Haven Glebe,Sydney,"196 Glebe Point Road, Glebe, 2037 Sydney, Australia",1531,8.3,4,Very good
5582,Medusa Hotel Sydney,Sydney,"267 Darlinghurst Road, Darlinghurst, 2010 Sydney, Australia",541,9.1,3,Superb
5583,ibis Sydney Darling Harbour,Sydney,"70 Murray Street, Sydney CBD, 2009 Sydney, Australia",3634,7.3,4,Good
5584,The Woolstore 1888 by Ovolo,Sydney,"139 Murray Street, Pyrmont, Sydney CBD, 2009 Sydney, Australia",1349,8.6,5,Fabulous
5585,Rydges Sydney Central,Sydney,"28 Albion Street, Surry Hills, Sydney CBD, 2010 Sydney, Australia",3759,8.0,3,Very good
5586,Rydges World Square,Sydney,"389 Pitt Street, Sydney CBD, 2000 Sydney, Australia",5726,8.3,4,Very good
5587,Mercure Sydney,Sydney,"818-820 George Street, Sydney CBD, 2000 Sydney, Australia",4360,7.9,4,Good
5588,Cremorne Point Manor,Sydney,"6 Cremorne Road, 2090 Sydney, Australia",839,8.5,2,Very good
5589,"Holiday Inn Sydney Airport, an IHG Hotel",Sydney,"Cnr O'Riordan And Bourke Rd, Mascot, 2020 Sydney, Australia",780,8.2,5,Very good
5590,Pyrmont Town House,Sydney,"56 Mount Street, Pyrmont, 2009 Sydney, Australia",64,8.1,5,Very good
5591,ibis Sydney Barangaroo,Sydney,"22 Shelley Street, King Street Wharf, Sydney CBD, 2000 Sydney, Australia",1701,7.8,3,Good
5592,Blues Point Hotel,Sydney,"116 Blues Point Road, McMahons Point, 2060 Sydney, Australia",41,8.1,4,Very good
5593,Sofitel Sydney Wentworth,Sydney,"61-101 Phillip Street, Sydney CBD, 2000 Sydney, Australia",1210,7.6,3,Good
5594,Hotel St Leonards,Sydney,"196 Pacific Highway, St Leonards, 2065 Sydney, Australia",381,6.7,4,Pleasant
5595,YEHS Hotel Sydney CBD,Sydney,"88 Liverpool Street, Sydney CBD, 2000 Sydney, Australia",3901,8.6,4,Fabulous
5596,Criterion Hotel Sydney,Sydney,"260 Pitt Street, Sydney CBD, 2000 Sydney, Australia",698,7.3,3,Good
5597,"HOTEL MORRIS SYDNEY, Handwritten Collection",Sydney,"412 Pitt Street HayMarket, Sydney CBD, 2000 Sydney, Australia",20,8.2,5,Very good
5598,Paul’s Boutique,Sydney,"213 Cleveland Street, 2016 Sydney, Australia",70,6.4,5,Pleasant
5599,Sydney Central Backpackers,Sydney,"16 Orwell St, Kings Cross, Potts Point, 2011 Sydney, Australia",389,4.4,3,Disappointing
5600,Oaks Sydney Castlereagh Suites,Sydney,"317 Castlereagh Street, Sydney CBD, 2000 Sydney, Australia",3689,7.5,5,Good
5601,"InterContinental Sydney Double Bay, an IHG Hotel",Sydney,"33 Cross Street, Double Bay, Double Bay, 2028 Sydney, Australia",758,8.0,4,Very good
5602,Bayswater Boutique Lodge,Sydney,"56-60 Bayswater Road, Kings Cross, Rushcutters Bay, 2011 Sydney, Australia",325,7.1,4,Good
5603,"Secret Garden Backpackers, Sydney",Sydney,"243-247 Cleveland Street, 2016 Sydney, Australia",319,7.4,5,Good
5604,57Hotel,Sydney,"57 Foveaux Street, Surry Hills, 2010 Sydney, Australia",2243,8.1,4,Very good
5605,Summer House Newtown,Sydney,"5-11 Egan Street, Newtown, Newtown, 2042 Sydney, Australia",699,6.3,4,Pleasant
5606,Stamford Plaza Sydney Airport Hotel & Conference Centre,Sydney,"Cnr Robey & O'Riordan Streets, Mascot, 2020 Sydney, Australia",4030,7.6,4,Good
5607,Four Seasons Hotel Sydney,Sydney,"199 George Street, Sydney CBD, 2000 Sydney, Australia",9102,9.1,5,Superb
5608,The Bayswater Sydney,Sydney,"17 Bayswater Road, Potts Point, 2011 Sydney, Australia",951,7.5,5,Good
5609,Miss Baker's Boutique Accommodation Bondi,Sydney,"6 Beach Road, Bondi, 2026 Sydney, Australia",164,9.1,5,Superb
5610,Spacious & Cozy Apt for 6 Next to Darling Harbour,Sydney,"118 Clarence Street, Sydney CBD, 2000 Sydney, Australia",0,0.0,4,
5611,Nomads Sydney,Sydney,"477 Kent Street, Sydney CBD, 2000 Sydney, Australia",1037,6.5,4,Pleasant
5612,Metro Aspire Hotel Sydney,Sydney,"383 - 389 Bulwara Road, Ultimo, 2007 Sydney, Australia",1081,8.1,3,Very good
5613,"Carnarvon Lodge Kirribilli, Sydney",Sydney,"10 Parkes Street, Kirribilli, 2061 Sydney, Australia",206,7.3,5,Good
5614,Perouse Randwick by Sydney Lodges,Sydney,"6 Perouse Road, Randwick, 2031 Sydney, Australia",709,8.0,4,Very good
5615,202 Elizabeth,Sydney,"202 Elizabeth Street, 2010 Sydney, Australia",294,9.0,5,Superb
5616,Ace Hotel Sydney,Sydney,"47 Wentworth Avenue, Sydney CBD, 2000 Sydney, Australia",1197,8.8,4,Fabulous
5617,Travelodge Hotel Hurstville Sydney,Sydney,"6 Cross Street, 2220 Sydney, Australia",1986,8.8,5,Fabulous
5618,Three Rooms Sydney,Sydney,"61-63 MacLeay Street, Potts Point, 2011 Sydney, Australia",21,7.8,5,Good
5619,Little National Hotel Sydney,Sydney,"26 Clarence Street, Sydney CBD, 2000 Sydney, Australia",4292,9.2,5,Superb
5620,A by Adina Sydney,Sydney,"2 Hunter Street, Sydney CBD, 2000 Sydney, Australia",3276,8.8,4,Fabulous
5621,YEHS Hotel Sydney Harbour Suites,Sydney,"258 Sussex Street, Sydney CBD, 2000 Sydney, Australia",3916,8.3,5,Very good
5622,1 Private Double Bed With En-Suite Bathroom In Sydney CBD Near Train UTS DarlingHar&ICC&C hinatown - ROOM ONLY,Sydney,"2010 Sydney, Australia",124,7.2,4,Good
5623,Wildlife Retreat at Taronga,Sydney,"2a Bradleys Head Road, Mosman, 2088 Sydney, Australia",1559,9.4,4,Superb
5624,SKYE Suites Green Square,Sydney,"8 Tweed Place, 2017 Sydney, Australia",2149,9.1,5,Superb
5625,Quest North Sydney,Sydney,"223 Miller Street, North Sydney, 2060 Sydney, Australia",1543,8.8,5,Fabulous
5626,Veriu Green Square,Sydney,"18 O'Riordan st, 2015 Sydney, Australia",1632,8.4,4,Very good
5627,Vibe Hotel North Sydney,Sydney,"171 Pacific Highway, North Sydney, 2060 Sydney, Australia",2547,8.3,5,Very good
5628,The Branksome Hotel & Residences,Sydney,"60 Robey Street, Mascot, 2020 Sydney, Australia",2949,8.5,5,Very good
5629,Sofitel Sydney Darling Harbour,Sydney,"12 Darling Drive, Sydney CBD, 2000 Sydney, Australia",5976,8.5,4,Very good
5630,Spicers Potts Point,Sydney,"122 Victoria St, Potts Point, 2011 Sydney, Australia",341,9.3,4,Superb
5631,Studio 8 Residences - Adults Only,Sydney,"8 Tucker Street, , Ryde, 2112 Sydney, Australia",1145,8.8,4,Fabulous
5632,Veriu Broadway,Sydney,"35 Mountain Street, Ultimo, 2007 Sydney, Australia",531,8.4,5,Very good
5633,Value Suites Green Square,Sydney,"16 O'Riordan Street, 2015 Sydney, Australia",1756,8.1,5,Very good
5634,Pullman Sydney Airport,Sydney,"191 O Riordan Street, Mascot, 2020 Sydney, Australia",1499,8.4,4,Very good
5635,Veriu Camperdown,Sydney,"84-86 Parramatta Road, Camperdown, 2050 Sydney, Australia",256,7.9,3,Good
5636,"Kimpton Margot Sydney, an IHG Hotel",Sydney,"339 Pitt Street, Sydney CBD, 2000 Sydney, Australia",564,8.9,4,Fabulous
5637,Quest St Leonards,Sydney,"6-16 Atchison Street, St Leonards, St Leonards, 2065 Sydney, Australia",944,8.6,4,Fabulous
5638,The Old Clare Hotel,Sydney,"1 Kensington Street, Chippendale, Sydney CBD, 2008 Sydney, Australia",704,8.7,4,Fabulous
5639,Ovolo Woolloomooloo,Sydney,"6 Cowper Wharf Roadway, Woolloomooloo, Woolloomooloo, 2011 Sydney, Australia",1259,8.6,4,Fabulous
5640,Zara Tower – Luxury Suites and Apartments,Sydney,"61-65 Wentworth Ave , Sydney CBD, 2000 Sydney, Australia",1296,8.7,4,Fabulous
5641,Adina Apartment Hotel Bondi Beach Sydney,Sydney,"69-73 Hall Street, Bondi Beach, Bondi, 2026 Sydney, Australia",913,8.5,4,Very good
5642,QT Sydney,Sydney,"49 Market Street, Sydney CBD, 2000 Sydney, Australia",2461,8.9,4,Fabulous
5643,Veriu Central,Sydney,"75 Wentworth Avenue, Sydney CBD, 2000 Sydney, Australia",2501,7.5,5,Good
5644,PARKROYAL Parramatta,Sydney,"30 Phillip Street, Parramatta, Parramatta, 2150 Sydney, Australia",3396,8.2,4,Very good
5645,The Sebel Quay West Suites Sydney,Sydney,"98 Gloucester Street, The Rocks, Sydney CBD, 2000 Sydney, Australia",1561,8.7,5,Fabulous
5646,Establishment Hotel,Sydney,"5 Bridge Lane, Sydney CBD, 2000 Sydney, Australia",788,8.4,5,Very good
5647,Coogee Bay Boutique Hotel,Sydney,"9 Vicar Street, Coogee, Coogee, 2034 Sydney, Australia",421,9.0,5,Superb
5648,Pullman Quay Grand Sydney Harbour,Sydney,"61 Macquarie Street, Sydney CBD, 2000 Sydney, Australia",1036,8.6,4,Fabulous
5649,"InterContinental Sydney, an IHG Hotel",Sydney,"Corner of Phillip and Bridge Streets, Sydney CBD, 2000 Sydney, Australia",2780,8.3,4,Very good
5650,Comfort Inn & Suites Burwood,Sydney,"117 Liverpool Road, Burwood, Burwood, 2134 Sydney, Australia",627,7.0,5,Good
5651,Novotel Sydney Parramatta,Sydney,"350 Church Street, Parramatta, Parramatta, 2150 Sydney, Australia",2144,7.4,4,Good
5652,Novotel Sydney Central,Sydney,"169-179 Thomas Street, Sydney CBD, 2000 Sydney, Australia",2644,8.0,5,Very good
5653,"Pier One Sydney Harbour, Autograph Collection",Sydney,"11 Hickson Road, Sydney CBD, 2000 Sydney, Australia",1265,8.7,4,Fabulous
5654,Harbour Rocks Hotel Sydney,Sydney,"34 Harrington Street, Sydney CBD, 2000 Sydney, Australia",707,8.1,4,Very good
5655,Rydges Sydney Harbour,Sydney,"55 George Street, Sydney CBD, 2000 Sydney, Australia",3991,7.8,5,Good
5656,High Cross Randwick by Sydney Lodges,Sydney,"7-9 Cuthill Street, Randwick, 2031 Sydney, Australia",455,8.1,4,Very good
5657,Macleay Hotel,Sydney,"28 Macleay Street, Potts Point, Potts Point, 2011 Sydney, Australia",2172,8.2,4,Very good
5658,Adina Apartment Hotel Sydney Surry Hills,Sydney,"359 Crown Street, 2010 Sydney, Australia",1583,8.4,4,Very good
5659,Mercure Sydney Manly Warringah,Sydney,"4-10 Victor Road, Brookvale, Brookvale, 2100 Sydney, Australia",1940,7.9,4,Good
5660,Mercure Sydney Martin Place,Sydney,"165 Phillip Street, Sydney CBD, 2000 Sydney, Australia",2105,7.8,5,Good
5661,Adina Apartment Hotel Chippendale,Sydney,"74-80 Ivy Street, 2008 Sydney, Australia",726,9.1,4,Superb
5662,Vibe Hotel Sydney,Sydney,"111 Goulburn Street, Sydney CBD, 2000 Sydney, Australia",2244,8.1,4,Very good
5663,Rydges Parramatta,Sydney,"116-118 James Ruse Drive, Rosehill, Parramatta, 2412 Sydney, Australia",2726,7.9,2,Good
5664,Hilton Sydney,Sydney,"488 George Street, Sydney CBD, 2000 Sydney, Australia",3190,8.2,4,Very good
5665,Q Station,Sydney,"1 North Head Scenic Drive, Manly, Manly, 2095 Sydney, Australia",1138,8.1,3,Very good
5666,Sydney Harbour Marriott Hotel at Circular Quay,Sydney,"30 Pitt Street, Sydney CBD, 2000 Sydney, Australia",2349,8.1,4,Very good
5667,The Langham Sydney,Sydney,"89-119 Kent Street, Sydney CBD, 2000 Sydney, Australia",811,9.1,3,Superb
5668,Sir Stamford Circular Quay,Sydney,"93 Macquarie Street, Sydney CBD, 2000 Sydney, Australia",3629,8.3,4,Very good
5669,The Grace Hotel,Sydney,"77 York Street, Sydney CBD, 2000 Sydney, Australia",11594,8.6,5,Fabulous
5670,Ryde Inn,Sydney,"860 Victoria Road, Ryde, 2112 Sydney, Australia",975,7.9,4,Good
5671,Amora Hotel Jamison Sydney,Sydney,"11 Jamison Street, Sydney CBD, 2000 Sydney, Australia",4182,8.2,4,Very good
5672,The York by Swiss-Belhotel,Sydney,"5 York Street, Sydney CBD, 2000 Sydney, Australia",1917,7.8,2,Good
5673,Radisson Blu Plaza Hotel Sydney,Sydney,"27 O'Connell Street, Sydney CBD, 2000 Sydney, Australia",5587,8.9,4,Fabulous
5674,Vulcan Hotel Sydney,Sydney,"500 Wattle Street, Ultimo, Ultimo, 2007 Sydney, Australia",832,8.0,5,Very good
5675,Novotel Sydney Darling Harbour,Sydney,"100 Murray Street, Sydney CBD, 2009 Sydney, Australia",5650,8.0,4,Very good
5676,Manly Pacific Sydney MGallery Collection,Sydney,"55 North Steyne Road, Manly, Manly, 2095 Sydney, Australia",401,8.5,5,Very good
5677,Novotel Sydney Brighton Beach,Sydney,"Cnr Grand Pde And Princess Street, Brighton Le Sands,, Brighton Le Sands, 2216 Sydney, Australia",2541,7.2,4,Good
5678,Rendezvous Hotel Sydney The Rocks,Sydney,"75 Harrington Street, Sydney CBD, 2000 Sydney, Australia",2859,7.8,4,Good
5679,Central Studio Hotel Sydney,Sydney,"Cnr George & Quay Streets, Railway Square, Sydney CBD, 2000 Sydney, Australia",3030,7.8,4,Good
5680,Best Western Plus Hotel Stellar,Sydney,"4 Wentworth Ave, Sydney CBD, 2000 Sydney, Australia",984,8.3,3,Very good
5681,Swissotel Sydney,Sydney,"68 Market Street, Sydney CBD, 2000 Sydney, Australia",3211,8.1,5,Very good
5682,Citadines Walker North Sydney,Sydney,"88 Walker Street, North Sydney, 2060 Sydney, Australia",30,8.9,4,Fabulous
5683,Novotel Sydney International Airport,Sydney,"22 Levey Street, Wolli Creek, 2205 Sydney, Australia",1778,7.8,4,Good
5684,Grand Hotel Sydney,Sydney,"30 Hunter Street, Sydney CBD, 2000 Sydney, Australia",656,6.4,3,Pleasant
5685,4 minutes to the beach ~ 5* Location with patio,Sydney,"332 Bondi Road, Bondi, 2026 Sydney, Australia",0,0.0,4,
5686,Big Backpackers Hostel,Sydney,"212 Elizabeth Street, Surry Hills, Sydney CBD, 2010 Sydney, Australia",1468,7.7,3,Good
5687,Original Backpackers,Sydney,"160-162 Victoria Street, Potts Point, Potts Point, 2011 Sydney, Australia",346,6.7,4,Pleasant
5688,UNO Hotel Sydney,Sydney,"2 Roslyn Street, Potts Point, Potts Point, 2011 Sydney, Australia",214,4.3,4,Disappointing
5689,Coco’s Abode,Sydney,"2 Ann Street, 2010 Sydney, Australia",19,5.3,4,Passable
5690,Boardrider Backpackers and Budget Motel,Sydney,"Rear 63 The Corso, Manly, Manly, 2095 Sydney, Australia",276,6.0,4,Pleasant
5691,Sandy Bottoms Guesthouse,Sydney,"6 Steinton Street, Manly, Manly, 2095 Sydney, Australia",207,5.5,4,Passable
5692,Peaceful Haven,Sydney,"47 Great Buckingham Street, 2016 Sydney, Australia",25,4.8,4,Disappointing
5693,Best Sydney Views from Potts Point + Rooftop Pool,Sydney,"Challis Avenue, Potts Point, 2011 Sydney, Australia",0,0.0,3,
5694,Sunny Bondi Retreat: Beach & Culture Unite!,Sydney,"15-17 Denham Street, Bondi, 2026 Sydney, Australia",2,8.0,4,Very good
5695,Meriton Suites Zetland,Sydney,"8 Defries Avenue, Zetland, 2017 Sydney, Australia",2177,8.3,3,Very good
5696,The Blenheim,Sydney,"26 Blenheim Street, Randwick, Randwick, 2031 Sydney, Australia",686,7.7,4,Good
5697,Peppers Manly Beach,Sydney,"8 South Steyne, Manly, 2095 Sydney, Australia",1,7.0,4,Good
5698,Wiley Park Hotel,Sydney,"67 King Georges Road, Wiley Park, 2195 Sydney, Australia",158,5.3,3,Passable
5699,Campsie Adorable 3Br Apt with Wifi & Parking,Sydney,"62 Beamish Street, Campsie, 2194 Sydney, Australia",2,5.0,4,Passable
5700,Hyatt Regency Sydney,Sydney,"161 Sussex Street, Sydney CBD, 2000 Sydney, Australia",6949,8.2,4,Very good
5701,Yonge and Finch Subway !S Spacious and Modern Private Bd with Shared Bathroom,Toronto,"208 Finch Avenue East, North York, M2N 4R9 Toronto, Canada",46,8.6,4,Fabulous
5702,W Toronto,Toronto,"90 Bloor Street East, M4W 1A7 Toronto, Canada",107,8.1,4,Very good
5703,DoubleTree by Hilton Toronto Downtown,Toronto,"108 Chestnut Street, M5G 1R3 Toronto, Canada",5043,7.6,3,Good
5704,"Holiday Inn Express Toronto-North York, an IHG Hotel",Toronto,"30 Norfinch Drive, North York, M3N 1X1 Toronto, Canada",131,7.8,2,Good
5705,Kensington Place Property,Toronto,"38 Kensington Place, M5T 2K4 Toronto, Canada",0,0.0,4,
5706,One King West Hotel and Residence,Toronto,"1 King Street West, M5H 1A1 Toronto, Canada",10943,8.4,4,Very good
5707,Radisson Blu Downtown Toronto,Toronto,"249 Queen's Quay West, M5J 2N5 Toronto, Canada",2256,8.2,4,Very good
5708,"Holiday Inn Express & Suites - Toronto Airport South, an IHG Hotel",Toronto,"25 International Blvd, Etobicoke, M9W6H3 Toronto, Canada",406,8.5,4,Very good
5709,Canopy By Hilton Toronto Yorkville,Toronto,"387 Bloor Street East, ON M4W 1H7 Toronto, Canada",246,8.5,4,Very good
5710,Embassy Suites By Hilton Toronto Airport,Toronto,"262 Carlingview Drive, Etobicoke, ON M9W 5G1    Toronto, Canada",1676,8.5,5,Very good
5711,The Novotel Toronto Centre,Toronto,"45 The Esplanade, M5E 1W2 Toronto, Canada",493,8.3,4,Very good
5712,Hilton Toronto,Toronto,"145 Richmond Street West, M5H 2L2 Toronto, Canada",932,7.5,4,Good
5713,RoryHouse,Toronto,"9 Rory Road, M6L 3E9 Toronto, Canada",43,9.1,4,Superb
5714,Fairmont Royal York Hotel,Toronto,"100 Front Street West, M5J 1E3 Toronto, Canada",3032,8.4,4,Very good
5715,The Palmerston,Toronto,"650 1/2 Queen Street West, M6J 1E4 Toronto, Canada",1108,6.7,2,Pleasant
5716,"Holiday Inn Toronto Downtown Centre, an IHG Hotel",Toronto,"30 Carlton Street, M5B 2E9 Toronto, Canada",8104,7.5,2,Good
5717,spacious sunshine room,Toronto,"8 Redmount Road, North York, M3H 2A3 Toronto, Canada",3,9.7,3,Exceptional
5718,Hampton Inn by Hilton Toronto Airport Corporate Centre,Toronto,"5515 Eglinton Avenue West, M9C 5K5 Toronto, Canada",2231,8.2,2,Very good
5719,The Parkdale Hostellerie,Toronto,"83 ELM GROVE AVENUE, M6K 2J2 Toronto, Canada",768,5.9,3,Passable
5720,Chelsea Hotel Toronto,Toronto,"33 Gerrard Street West, M5G 1Z4 Toronto, Canada",6048,7.1,4,Good
5721,STB-Double BED with Shared Washroom,Toronto,"Saintsbury Square, Scarborough, M1V 3K2 Toronto, Canada",0,0.0,3,
5722,"Holiday Inn Toronto International Airport, an IHG Hotel",Toronto,"970 Dixon Road, Etobicoke, M9W 1J9 Toronto, Canada",1744,7.3,4,Good
5723,Samesun Toronto,Toronto,"280 Augusta Avenue, M5T 2L9 Toronto, Canada",1969,7.4,4,Good
5724,Super 8 by Wyndham Toronto East ON,Toronto,"3280 Kingston Road, Scarborough, M1M 1P8 Toronto, Canada",569,5.7,3,Passable
5725,Canadas Best Value Inn Toronto,Toronto,"650 Evans Avenue, Etobicoke, M8W 2W6 Toronto, Canada",1683,7.7,1,Good
5726,"Holiday Inn Express Toronto Downtown, an IHG Hotel",Toronto,"111 Lombard Street, M5C 2T9 Toronto, Canada",1285,8.1,2,Very good
5727,Royal Oak Inn,Toronto,"376 Dundas Street East, M5A 2A5 Toronto, Canada",124,4.9,5,Disappointing
5728,Woodbine Hotel & Suites,Toronto,"30 Vice Regent Boulevard, Etobicoke, M9W 7A4 Toronto, Canada",2378,6.0,4,Pleasant
5729,"Doubletree by Hilton Toronto Airport, ON",Toronto,"925 Dixon Road, Etobicoke, M9W 1J8 Toronto, Canada",2778,8.2,3,Very good
5730,Days Inn by Wyndham Toronto East Lakeview,Toronto,"2151 Kingston Road, Scarborough, M1N 1T5 Toronto, Canada",1252,5.7,2,Passable
5731,CN TOWER VIEWS 2BDRM Condo with Parking & office space,Toronto,"21 Iceboat Terrace, M5V 4A9 Toronto, Canada",0,0.0,3,
5732,Elevate room,Toronto,"259 Wellesley st. east, M4X 1G8 Toronto, Canada",198,5.8,4,Passable
5733,Hyatt Regency Toronto,Toronto,"370 King Street West, M5V 1J9 Toronto, Canada",1365,8.0,4,Very good
5734,"Holiday Inn Toronto Airport East, an IHG Hotel",Toronto,"600 Dixon Road, Etobicoke, M9W 1J1 Toronto, Canada",615,7.5,3,Good
5735,Comfort Home Toronto,Toronto,"72 Vauxhall Drive, Scarborough, M1P 1R2 Toronto, Canada",141,7.6,4,Good
5736,Pembroke Inn,Toronto,"117 Pembroke Street, M5A  2N9 Toronto, Canada",1575,7.3,4,Good
5737,The Alexandra Hotel,Toronto,"77 Ryerson Avenue, M5T 2V4 Toronto, Canada",441,6.6,3,Pleasant
5738,Bremner Apartments,Toronto,"55 Bremner Boulevard, M5J 0A6 Toronto, Canada",0,0.0,4,
5739,Centrally located studio Suite,Toronto,"24 Anticosti Drive, M1J 1V5 Toronto, Canada",0,0.0,4,
